split,sentence,tokens,ner_tags,ner_labels
train,Prescribed ciprofloxacin to manage irreversible pulpitis .,Prescribed|ciprofloxacin|to|manage|irreversible|pulpitis|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Azithromycin was administered for dry mouth .,Azithromycin|was|administered|for|dry|mouth|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,"Patient reports irreversible pulpitis , metronidazole prescribed .","Patient|reports|irreversible|pulpitis|,|metronidazole|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Patient was prescribed metronidazole for impacted tooth .,Patient|was|prescribed|metronidazole|for|impacted|tooth|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Patient was prescribed bupivacaine for aphthous ulcer .,Patient|was|prescribed|bupivacaine|for|aphthous|ulcer|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Prescribed nystatin to manage periodontal disease .,Prescribed|nystatin|to|manage|periodontal|disease|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Stannous fluoride was administered for tooth fracture .,Stannous|fluoride|was|administered|for|tooth|fracture|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
train,Treatment for pericoronitis includes povidone iodine .,Treatment|for|pericoronitis|includes|povidone|iodine|.,0 0 1 0 3 4 0,O|O|B-Disease|O|B-Chemical|I-Chemical|O
train,Levonordefrin was administered for gum disease .,Levonordefrin|was|administered|for|gum|disease|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Treatment for sialadenitis includes triamcinolone .,Treatment|for|sialadenitis|includes|triamcinolone|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,Prescribed dexamethasone to manage leukoplakia .,Prescribed|dexamethasone|to|manage|leukoplakia|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,"Patient reports malocclusion , naproxen prescribed .","Patient|reports|malocclusion|,|naproxen|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
train,Prescribed methylprednisolone to manage anodontia .,Prescribed|methylprednisolone|to|manage|anodontia|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,Treatment for odontogenic cyst includes penicillin .,Treatment|for|odontogenic|cyst|includes|penicillin|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,Prescribed hydrogen peroxide to manage enamel hypoplasia .,Prescribed|hydrogen|peroxide|to|manage|enamel|hypoplasia|.,0 3 4 0 0 1 2 0,O|B-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,"Diagnosis of abscess confirmed , nystatin recommended .","Diagnosis|of|abscess|confirmed|,|nystatin|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,Prescribed sodium hypochlorite to manage cracked tooth .,Prescribed|sodium|hypochlorite|to|manage|cracked|tooth|.,0 3 4 0 0 1 2 0,O|B-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,"Diagnosis of malocclusion confirmed , naproxen recommended .","Diagnosis|of|malocclusion|confirmed|,|naproxen|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,Patient was prescribed fluconazole for pulpitis .,Patient|was|prescribed|fluconazole|for|pulpitis|.,0 0 0 3 0 1 0,O|O|O|B-Chemical|O|B-Disease|O
train,"Diagnosis of pulpitis confirmed , penicillin recommended .","Diagnosis|of|pulpitis|confirmed|,|penicillin|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,The patient has chronic periodontitis and was started on silver diamine fluoride .,The|patient|has|chronic|periodontitis|and|was|started|on|silver|diamine|fluoride|.,0 0 0 1 2 0 0 0 0 3 4 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|I-Chemical|O
train,The patient has calculus and was started on hydrogen peroxide .,The|patient|has|calculus|and|was|started|on|hydrogen|peroxide|.,0 0 0 1 0 0 0 0 3 4 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,"Patient reports impacted tooth , naproxen prescribed .","Patient|reports|impacted|tooth|,|naproxen|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,The patient has overbite and was started on methylprednisolone .,The|patient|has|overbite|and|was|started|on|methylprednisolone|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
train,"Diagnosis of pericoronal infection confirmed , dexamethasone recommended .","Diagnosis|of|pericoronal|infection|confirmed|,|dexamethasone|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Mineral trioxide aggregate was administered for tooth erosion .,Mineral|trioxide|aggregate|was|administered|for|tooth|erosion|.,0 0 0 0 0 0 1 2 0,O|O|O|O|O|O|B-Disease|I-Disease|O
train,Treatment for necrotizing gingivitis includes tetracaine .,Treatment|for|necrotizing|gingivitis|includes|tetracaine|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,Prescribed naproxen to manage retained root .,Prescribed|naproxen|to|manage|retained|root|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,"Patient reports root caries , dexamethasone prescribed .","Patient|reports|root|caries|,|dexamethasone|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Patient was prescribed doxycycline for tmj pain .,Patient|was|prescribed|doxycycline|for|tmj|pain|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,"Patient reports tmj pain , zinc oxide eugenol prescribed .","Patient|reports|tmj|pain|,|zinc|oxide|eugenol|prescribed|.",0 0 1 2 0 3 4 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O|O
train,Treatment for underbite includes sodium hypochlorite .,Treatment|for|underbite|includes|sodium|hypochlorite|.,0 0 1 0 3 4 0,O|O|B-Disease|O|B-Chemical|I-Chemical|O
train,Patient was prescribed levonordefrin for irreversible pulpitis .,Patient|was|prescribed|levonordefrin|for|irreversible|pulpitis|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,"Diagnosis of dentin hypersensitivity confirmed , chlorhexidine recommended .","Diagnosis|of|dentin|hypersensitivity|confirmed|,|chlorhexidine|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Patient was prescribed acetaminophen for dry socket .,Patient|was|prescribed|acetaminophen|for|dry|socket|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Patient was prescribed articaine for periapical cyst .,Patient|was|prescribed|articaine|for|periapical|cyst|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,The patient has dental fluorosis and was started on levonordefrin .,The|patient|has|dental|fluorosis|and|was|started|on|levonordefrin|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,"Patient reports tooth attrition , silver diamine fluoride prescribed .","Patient|reports|tooth|attrition|,|silver|diamine|fluoride|prescribed|.",0 0 1 2 0 3 4 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O|O
train,The patient has oral infection and was started on articaine .,The|patient|has|oral|infection|and|was|started|on|articaine|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,The patient has underbite and was started on mineral trioxide aggregate .,The|patient|has|underbite|and|was|started|on|mineral|trioxide|aggregate|.,0 0 0 1 0 0 0 0 3 4 4 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|I-Chemical|I-Chemical|O
train,The patient has tooth attrition and was started on doxycycline .,The|patient|has|tooth|attrition|and|was|started|on|doxycycline|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,The patient has bruxism and was started on mineral trioxide aggregate .,The|patient|has|bruxism|and|was|started|on|mineral|trioxide|aggregate|.,0 0 0 1 0 0 0 0 3 4 4 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|I-Chemical|I-Chemical|O
train,Patient was prescribed articaine for pulpitis .,Patient|was|prescribed|articaine|for|pulpitis|.,0 0 0 3 0 1 0,O|O|O|B-Chemical|O|B-Disease|O
train,"Patient reports underbite , fluoride prescribed .","Patient|reports|underbite|,|fluoride|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
train,"Diagnosis of crowding confirmed , tetracaine recommended .","Diagnosis|of|crowding|confirmed|,|tetracaine|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,The patient has pulp necrosis and was started on tramadol .,The|patient|has|pulp|necrosis|and|was|started|on|tramadol|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,The patient has bruxism and was started on calcium hydroxide .,The|patient|has|bruxism|and|was|started|on|calcium|hydroxide|.,0 0 0 1 0 0 0 0 3 4 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,Patient was prescribed ciprofloxacin for impacted tooth .,Patient|was|prescribed|ciprofloxacin|for|impacted|tooth|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,"Patient reports impacted wisdom tooth , levonordefrin prescribed .","Patient|reports|impacted|wisdom|tooth|,|levonordefrin|prescribed|.",0 0 1 2 2 0 3 0 0,O|O|B-Disease|I-Disease|I-Disease|O|B-Chemical|O|O
train,Treatment for halitosis includes zinc oxide eugenol .,Treatment|for|halitosis|includes|zinc|oxide|eugenol|.,0 0 1 0 3 4 4 0,O|O|B-Disease|O|B-Chemical|I-Chemical|I-Chemical|O
train,Prescribed metronidazole to manage angular cheilitis .,Prescribed|metronidazole|to|manage|angular|cheilitis|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,"Patient reports root caries , lidocaine prescribed .","Patient|reports|root|caries|,|lidocaine|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Zinc oxide eugenol was administered for periodontitis .,Zinc|oxide|eugenol|was|administered|for|periodontitis|.,0 0 0 0 0 0 1 0,O|O|O|O|O|O|B-Disease|O
train,Treatment for odontogenic cyst includes mineral trioxide aggregate .,Treatment|for|odontogenic|cyst|includes|mineral|trioxide|aggregate|.,0 0 1 2 0 3 4 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O
train,Patient was prescribed aspirin for tooth attrition .,Patient|was|prescribed|aspirin|for|tooth|attrition|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,The patient has halitosis and was started on azithromycin .,The|patient|has|halitosis|and|was|started|on|azithromycin|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
train,Fluoride was administered for reversible pulpitis .,Fluoride|was|administered|for|reversible|pulpitis|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,"Patient reports bleeding gums , ibuprofen prescribed .","Patient|reports|bleeding|gums|,|ibuprofen|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,"Patient reports irreversible pulpitis , aspirin prescribed .","Patient|reports|irreversible|pulpitis|,|aspirin|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,"Diagnosis of crossbite confirmed , sodium fluoride recommended .","Diagnosis|of|crossbite|confirmed|,|sodium|fluoride|recommended|.",0 0 1 0 0 3 4 0 0,O|O|B-Disease|O|O|B-Chemical|I-Chemical|O|O
train,Patient was prescribed lidocaine for calculus .,Patient|was|prescribed|lidocaine|for|calculus|.,0 0 0 3 0 1 0,O|O|O|B-Chemical|O|B-Disease|O
train,"Diagnosis of tartar buildup confirmed , codeine recommended .","Diagnosis|of|tartar|buildup|confirmed|,|codeine|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Amoxicillin clavulanate was administered for geographic tongue .,Amoxicillin|clavulanate|was|administered|for|geographic|tongue|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
train,Tranexamic acid was administered for pulp necrosis .,Tranexamic|acid|was|administered|for|pulp|necrosis|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
train,Prilocaine was administered for embedded tooth .,Prilocaine|was|administered|for|embedded|tooth|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,The patient has crowding and was started on silver diamine fluoride .,The|patient|has|crowding|and|was|started|on|silver|diamine|fluoride|.,0 0 0 1 0 0 0 0 3 4 4 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|I-Chemical|I-Chemical|O
train,"Patient reports pericoronal infection , fluconazole prescribed .","Patient|reports|pericoronal|infection|,|fluconazole|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Patient was prescribed tranexamic acid for gingival enlargement .,Patient|was|prescribed|tranexamic|acid|for|gingival|enlargement|.,0 0 0 3 4 0 1 2 0,O|O|O|B-Chemical|I-Chemical|O|B-Disease|I-Disease|O
train,Amlexanox was administered for anodontia .,Amlexanox|was|administered|for|anodontia|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,"Patient reports underbite , zinc oxide eugenol prescribed .","Patient|reports|underbite|,|zinc|oxide|eugenol|prescribed|.",0 0 1 0 3 4 4 0 0,O|O|B-Disease|O|B-Chemical|I-Chemical|I-Chemical|O|O
train,Prescribed levonordefrin to manage tooth attrition .,Prescribed|levonordefrin|to|manage|tooth|attrition|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Prescribed minocycline to manage tooth loss .,Prescribed|minocycline|to|manage|tooth|loss|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Prescribed benzocaine to manage socket infection .,Prescribed|benzocaine|to|manage|socket|infection|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Treatment for anodontia includes naproxen .,Treatment|for|anodontia|includes|naproxen|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,Bupivacaine was administered for tooth attrition .,Bupivacaine|was|administered|for|tooth|attrition|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Hydrogen peroxide was administered for acute gingivitis .,Hydrogen|peroxide|was|administered|for|acute|gingivitis|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
train,"Diagnosis of cracked tooth confirmed , calcium hydroxide recommended .","Diagnosis|of|cracked|tooth|confirmed|,|calcium|hydroxide|recommended|.",0 0 1 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
train,Prescribed nystatin to manage crossbite .,Prescribed|nystatin|to|manage|crossbite|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,Prescribed silver diamine fluoride to manage xerostomia .,Prescribed|silver|diamine|fluoride|to|manage|xerostomia|.,0 3 4 4 0 0 1 0,O|B-Chemical|I-Chemical|I-Chemical|O|O|B-Disease|O
train,Treatment for gum disease includes povidone iodine .,Treatment|for|gum|disease|includes|povidone|iodine|.,0 0 1 2 0 3 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O
train,"Diagnosis of supernumerary teeth confirmed , codeine recommended .","Diagnosis|of|supernumerary|teeth|confirmed|,|codeine|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,"Patient reports plaque buildup , naproxen prescribed .","Patient|reports|plaque|buildup|,|naproxen|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Methylprednisolone was administered for periapical abscess .,Methylprednisolone|was|administered|for|periapical|abscess|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Prescribed clarithromycin to manage xerostomia .,Prescribed|clarithromycin|to|manage|xerostomia|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,The patient has oral infection and was started on amoxicillin clavulanate .,The|patient|has|oral|infection|and|was|started|on|amoxicillin|clavulanate|.,0 0 0 1 2 0 0 0 0 3 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,"Diagnosis of dental fluorosis confirmed , midazolam recommended .","Diagnosis|of|dental|fluorosis|confirmed|,|midazolam|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,The patient has oral fibroma and was started on clindamycin .,The|patient|has|oral|fibroma|and|was|started|on|clindamycin|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,"Diagnosis of tartar buildup confirmed , sodium fluoride recommended .","Diagnosis|of|tartar|buildup|confirmed|,|sodium|fluoride|recommended|.",0 0 1 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
train,"Diagnosis of leukoplakia confirmed , sodium hypochlorite recommended .","Diagnosis|of|leukoplakia|confirmed|,|sodium|hypochlorite|recommended|.",0 0 1 0 0 3 4 0 0,O|O|B-Disease|O|O|B-Chemical|I-Chemical|O|O
train,Acetaminophen was administered for root resorption .,Acetaminophen|was|administered|for|root|resorption|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,The patient has reversible pulpitis and was started on minocycline .,The|patient|has|reversible|pulpitis|and|was|started|on|minocycline|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Prescribed silver diamine fluoride to manage dry mouth .,Prescribed|silver|diamine|fluoride|to|manage|dry|mouth|.,0 3 4 4 0 0 1 2 0,O|B-Chemical|I-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,Patient was prescribed articaine for malocclusion .,Patient|was|prescribed|articaine|for|malocclusion|.,0 0 0 3 0 1 0,O|O|O|B-Chemical|O|B-Disease|O
train,The patient has ankylosis and was started on metronidazole .,The|patient|has|ankylosis|and|was|started|on|metronidazole|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
train,Triamcinolone was administered for apical periodontitis .,Triamcinolone|was|administered|for|apical|periodontitis|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Patient was prescribed dexamethasone for periodontitis .,Patient|was|prescribed|dexamethasone|for|periodontitis|.,0 0 0 3 0 1 0,O|O|O|B-Chemical|O|B-Disease|O
train,The patient has periodontitis and was started on dexamethasone .,The|patient|has|periodontitis|and|was|started|on|dexamethasone|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
train,The patient has periapical abscess and was started on benzocaine .,The|patient|has|periapical|abscess|and|was|started|on|benzocaine|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Treatment for halitosis includes metronidazole .,Treatment|for|halitosis|includes|metronidazole|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,Patient was prescribed amlexanox for dry socket .,Patient|was|prescribed|amlexanox|for|dry|socket|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,The patient has tooth mobility and was started on hydrogen peroxide .,The|patient|has|tooth|mobility|and|was|started|on|hydrogen|peroxide|.,0 0 0 1 2 0 0 0 0 3 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,The patient has delayed eruption and was started on silver diamine fluoride .,The|patient|has|delayed|eruption|and|was|started|on|silver|diamine|fluoride|.,0 0 0 1 2 0 0 0 0 3 4 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|I-Chemical|O
train,"Diagnosis of periapical cyst confirmed , tranexamic acid recommended .","Diagnosis|of|periapical|cyst|confirmed|,|tranexamic|acid|recommended|.",0 0 1 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
train,Prilocaine was administered for gum recession .,Prilocaine|was|administered|for|gum|recession|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,The patient has dentin hypersensitivity and was started on hydrogen peroxide .,The|patient|has|dentin|hypersensitivity|and|was|started|on|hydrogen|peroxide|.,0 0 0 1 2 0 0 0 0 3 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,Triazolam was administered for geographic tongue .,Triazolam|was|administered|for|geographic|tongue|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,"Diagnosis of chronic gingivitis confirmed , amlexanox recommended .","Diagnosis|of|chronic|gingivitis|confirmed|,|amlexanox|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Tetracaine was administered for infection .,Tetracaine|was|administered|for|infection|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,Treatment for canker sore includes clotrimazole .,Treatment|for|canker|sore|includes|clotrimazole|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,"Diagnosis of dentigerous cyst confirmed , silver diamine fluoride recommended .","Diagnosis|of|dentigerous|cyst|confirmed|,|silver|diamine|fluoride|recommended|.",0 0 1 2 0 0 3 4 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|I-Chemical|O|O
train,Prescribed amoxicillin clavulanate to manage acute gingivitis .,Prescribed|amoxicillin|clavulanate|to|manage|acute|gingivitis|.,0 3 4 0 0 1 2 0,O|B-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,Treatment for toothache includes clarithromycin .,Treatment|for|toothache|includes|clarithromycin|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,Nitrous oxide was administered for irreversible pulpitis .,Nitrous|oxide|was|administered|for|irreversible|pulpitis|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
train,Triamcinolone was administered for periapical abscess .,Triamcinolone|was|administered|for|periapical|abscess|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,"Diagnosis of canker sore confirmed , levonordefrin recommended .","Diagnosis|of|canker|sore|confirmed|,|levonordefrin|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,"Patient reports gingival enlargement , mineral trioxide aggregate prescribed .","Patient|reports|gingival|enlargement|,|mineral|trioxide|aggregate|prescribed|.",0 0 1 2 0 3 4 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O|O
train,The patient has glossodynia and was started on tranexamic acid .,The|patient|has|glossodynia|and|was|started|on|tranexamic|acid|.,0 0 0 1 0 0 0 0 3 4 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,Mineral trioxide aggregate was administered for glossitis .,Mineral|trioxide|aggregate|was|administered|for|glossitis|.,0 0 0 0 0 0 1 0,O|O|O|O|O|O|B-Disease|O
train,Patient was prescribed ketorolac for periapical abscess .,Patient|was|prescribed|ketorolac|for|periapical|abscess|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Patient was prescribed tetracaine for underbite .,Patient|was|prescribed|tetracaine|for|underbite|.,0 0 0 3 0 1 0,O|O|O|B-Chemical|O|B-Disease|O
train,Sodium fluoride was administered for apical periodontitis .,Sodium|fluoride|was|administered|for|apical|periodontitis|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
train,Patient was prescribed mepivacaine for oral mucositis .,Patient|was|prescribed|mepivacaine|for|oral|mucositis|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Patient was prescribed aspirin for toothache .,Patient|was|prescribed|aspirin|for|toothache|.,0 0 0 3 0 1 0,O|O|O|B-Chemical|O|B-Disease|O
train,"Patient reports tooth attrition , amoxicillin clavulanate prescribed .","Patient|reports|tooth|attrition|,|amoxicillin|clavulanate|prescribed|.",0 0 1 2 0 3 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O|O
train,Naproxen was administered for tooth mobility .,Naproxen|was|administered|for|tooth|mobility|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,The patient has abscess and was started on zinc oxide eugenol .,The|patient|has|abscess|and|was|started|on|zinc|oxide|eugenol|.,0 0 0 1 0 0 0 0 3 4 4 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|I-Chemical|I-Chemical|O
train,Patient was prescribed amoxicillin clavulanate for angular cheilitis .,Patient|was|prescribed|amoxicillin|clavulanate|for|angular|cheilitis|.,0 0 0 3 4 0 1 2 0,O|O|O|B-Chemical|I-Chemical|O|B-Disease|I-Disease|O
train,Patient was prescribed diclofenac for tmj pain .,Patient|was|prescribed|diclofenac|for|tmj|pain|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Patient was prescribed codeine for dry mouth .,Patient|was|prescribed|codeine|for|dry|mouth|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,"Patient reports aggressive periodontitis , articaine prescribed .","Patient|reports|aggressive|periodontitis|,|articaine|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Amoxicillin was administered for glossitis .,Amoxicillin|was|administered|for|glossitis|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,"Patient reports xerostomia , chlorhexidine prescribed .","Patient|reports|xerostomia|,|chlorhexidine|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
train,Prescribed triamcinolone to manage plaque buildup .,Prescribed|triamcinolone|to|manage|plaque|buildup|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,"Patient reports pericoronal infection , povidone iodine prescribed .","Patient|reports|pericoronal|infection|,|povidone|iodine|prescribed|.",0 0 1 2 0 3 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O|O
train,The patient has gingival enlargement and was started on fluoride .,The|patient|has|gingival|enlargement|and|was|started|on|fluoride|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,"Patient reports cavity , azithromycin prescribed .","Patient|reports|cavity|,|azithromycin|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
train,"Patient reports sensitivity , codeine prescribed .","Patient|reports|sensitivity|,|codeine|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
train,Patient was prescribed sodium hypochlorite for oral leukoplakia .,Patient|was|prescribed|sodium|hypochlorite|for|oral|leukoplakia|.,0 0 0 3 4 0 1 2 0,O|O|O|B-Chemical|I-Chemical|O|B-Disease|I-Disease|O
