split,sentence,tokens,ner_tags,ner_labels
train,Patient was prescribed penicillin for toothache .,Patient | was | prescribed | penicillin | for | toothache | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,"Patient reports tooth loss , ibuprofen prescribed .","Patient | reports | tooth | loss | , | ibuprofen | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
train,Chlorhexidine was administered for inflammation .,Chlorhexidine | was | administered | for | inflammation | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Prescribed metronidazole to manage toothache .,Prescribed | metronidazole | to | manage | toothache | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,The patient has periodontitis and was started on chlorhexidine .,The | patient | has | periodontitis | and | was | started | on | chlorhexidine | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Prescribed acetaminophen to manage cavity .,Prescribed | acetaminophen | to | manage | cavity | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,"Patient reports toothache , naproxen prescribed .","Patient | reports | toothache | , | naproxen | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,The patient has caries and was started on aspirin .,The | patient | has | caries | and | was | started | on | aspirin | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,The patient has gingivitis and was started on clindamycin .,The | patient | has | gingivitis | and | was | started | on | clindamycin | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,"Patient reports caries , amoxicillin prescribed .","Patient | reports | caries | , | amoxicillin | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,"Patient reports abscess , metronidazole prescribed .","Patient | reports | abscess | , | metronidazole | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,Treatment for gingivitis includes aspirin .,Treatment | for | gingivitis | includes | aspirin | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,The patient has gum disease and was started on acetaminophen .,The | patient | has | gum | disease | and | was | started | on | acetaminophen | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,Patient was prescribed ibuprofen for sensitivity .,Patient | was | prescribed | ibuprofen | for | sensitivity | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Prescribed fluoride to manage oral infection .,Prescribed | fluoride | to | manage | oral | infection | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,"Diagnosis of periodontitis confirmed , penicillin recommended .","Diagnosis | of | periodontitis | confirmed | , | penicillin | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,"Patient reports infection , tetracycline prescribed .","Patient | reports | infection | , | tetracycline | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,"Patient reports jaw pain , fluoride prescribed .","Patient | reports | jaw | pain | , | fluoride | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
train,Prescribed lidocaine to manage toothache .,Prescribed | lidocaine | to | manage | toothache | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Lidocaine was administered for gum disease .,Lidocaine | was | administered | for | gum | disease | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
train,"Patient reports abscess , tetracycline prescribed .","Patient | reports | abscess | , | tetracycline | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,Ibuprofen was administered for infection .,Ibuprofen | was | administered | for | infection | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Penicillin was administered for sensitivity .,Penicillin | was | administered | for | sensitivity | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Prescribed ibuprofen to manage gingivitis .,Prescribed | ibuprofen | to | manage | gingivitis | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Clindamycin was administered for tooth loss .,Clindamycin | was | administered | for | tooth | loss | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
train,"Patient reports dental caries , tetracycline prescribed .","Patient | reports | dental | caries | , | tetracycline | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
train,"Patient reports cavity , ibuprofen prescribed .","Patient | reports | cavity | , | ibuprofen | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,Treatment for jaw pain includes metronidazole .,Treatment | for | jaw | pain | includes | metronidazole | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,"Diagnosis of inflammation confirmed , metronidazole recommended .","Diagnosis | of | inflammation | confirmed | , | metronidazole | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,The patient has tooth loss and was started on tetracycline .,The | patient | has | tooth | loss | and | was | started | on | tetracycline | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,The patient has inflammation and was started on ibuprofen .,The | patient | has | inflammation | and | was | started | on | ibuprofen | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Prescribed lidocaine to manage gum disease .,Prescribed | lidocaine | to | manage | gum | disease | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,The patient has infection and was started on ibuprofen .,The | patient | has | infection | and | was | started | on | ibuprofen | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Prescribed metronidazole to manage inflammation .,Prescribed | metronidazole | to | manage | inflammation | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Fluoride was administered for gingivitis .,Fluoride | was | administered | for | gingivitis | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,"Patient reports sensitivity , acetaminophen prescribed .","Patient | reports | sensitivity | , | acetaminophen | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,Acetaminophen was administered for toothache .,Acetaminophen | was | administered | for | toothache | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,The patient has dental caries and was started on penicillin .,The | patient | has | dental | caries | and | was | started | on | penicillin | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,The patient has tooth loss and was started on ibuprofen .,The | patient | has | tooth | loss | and | was | started | on | ibuprofen | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,The patient has abscess and was started on acetaminophen .,The | patient | has | abscess | and | was | started | on | acetaminophen | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,The patient has toothache and was started on aspirin .,The | patient | has | toothache | and | was | started | on | aspirin | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Prescribed aspirin to manage caries .,Prescribed | aspirin | to | manage | caries | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Patient was prescribed acetaminophen for jaw pain .,Patient | was | prescribed | acetaminophen | for | jaw | pain | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
train,Patient was prescribed penicillin for periodontitis .,Patient | was | prescribed | penicillin | for | periodontitis | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Prescribed tetracycline to manage jaw pain .,Prescribed | tetracycline | to | manage | jaw | pain | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,"Diagnosis of tooth loss confirmed , ibuprofen recommended .","Diagnosis | of | tooth | loss | confirmed | , | ibuprofen | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,Prescribed amoxicillin to manage dental caries .,Prescribed | amoxicillin | to | manage | dental | caries | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,"Diagnosis of tooth decay confirmed , clindamycin recommended .","Diagnosis | of | tooth | decay | confirmed | , | clindamycin | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,Patient was prescribed naproxen for tooth loss .,Patient | was | prescribed | naproxen | for | tooth | loss | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
train,Patient was prescribed fluoride for dental caries .,Patient | was | prescribed | fluoride | for | dental | caries | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
train,Prescribed acetaminophen to manage inflammation .,Prescribed | acetaminophen | to | manage | inflammation | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,"Diagnosis of infection confirmed , lidocaine recommended .","Diagnosis | of | infection | confirmed | , | lidocaine | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,"Diagnosis of abscess confirmed , lidocaine recommended .","Diagnosis | of | abscess | confirmed | , | lidocaine | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,Patient was prescribed amoxicillin for tooth decay .,Patient | was | prescribed | amoxicillin | for | tooth | decay | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
train,Prescribed tetracycline to manage dental caries .,Prescribed | tetracycline | to | manage | dental | caries | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,Treatment for jaw pain includes penicillin .,Treatment | for | jaw | pain | includes | penicillin | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,"Patient reports tooth loss , tetracycline prescribed .","Patient | reports | tooth | loss | , | tetracycline | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
train,The patient has jaw pain and was started on aspirin .,The | patient | has | jaw | pain | and | was | started | on | aspirin | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,Fluoride was administered for cavity .,Fluoride | was | administered | for | cavity | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Treatment for oral infection includes ibuprofen .,Treatment | for | oral | infection | includes | ibuprofen | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,Treatment for jaw pain includes metronidazole .,Treatment | for | jaw | pain | includes | metronidazole | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,The patient has infection and was started on acetaminophen .,The | patient | has | infection | and | was | started | on | acetaminophen | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Naproxen was administered for caries .,Naproxen | was | administered | for | caries | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Amoxicillin was administered for oral infection .,Amoxicillin | was | administered | for | oral | infection | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
train,Prescribed ibuprofen to manage oral infection .,Prescribed | ibuprofen | to | manage | oral | infection | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,Metronidazole was administered for caries .,Metronidazole | was | administered | for | caries | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Chlorhexidine was administered for dental caries .,Chlorhexidine | was | administered | for | dental | caries | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
train,Patient was prescribed metronidazole for tooth decay .,Patient | was | prescribed | metronidazole | for | tooth | decay | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
train,The patient has inflammation and was started on aspirin .,The | patient | has | inflammation | and | was | started | on | aspirin | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,"Diagnosis of jaw pain confirmed , clindamycin recommended .","Diagnosis | of | jaw | pain | confirmed | , | clindamycin | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,"Diagnosis of infection confirmed , ibuprofen recommended .","Diagnosis | of | infection | confirmed | , | ibuprofen | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,Treatment for gingivitis includes fluoride .,Treatment | for | gingivitis | includes | fluoride | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,Treatment for toothache includes chlorhexidine .,Treatment | for | toothache | includes | chlorhexidine | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,Prescribed tetracycline to manage tooth decay .,Prescribed | tetracycline | to | manage | tooth | decay | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,Patient was prescribed penicillin for gum disease .,Patient | was | prescribed | penicillin | for | gum | disease | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
train,"Patient reports caries , acetaminophen prescribed .","Patient | reports | caries | , | acetaminophen | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,Prescribed amoxicillin to manage jaw pain .,Prescribed | amoxicillin | to | manage | jaw | pain | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,"Diagnosis of oral infection confirmed , acetaminophen recommended .","Diagnosis | of | oral | infection | confirmed | , | acetaminophen | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,Prescribed metronidazole to manage abscess .,Prescribed | metronidazole | to | manage | abscess | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,"Diagnosis of tooth loss confirmed , chlorhexidine recommended .","Diagnosis | of | tooth | loss | confirmed | , | chlorhexidine | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,Treatment for periodontitis includes chlorhexidine .,Treatment | for | periodontitis | includes | chlorhexidine | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,Patient was prescribed naproxen for tooth decay .,Patient | was | prescribed | naproxen | for | tooth | decay | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
train,Patient was prescribed metronidazole for gum disease .,Patient | was | prescribed | metronidazole | for | gum | disease | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
train,Prescribed naproxen to manage infection .,Prescribed | naproxen | to | manage | infection | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,The patient has inflammation and was started on metronidazole .,The | patient | has | inflammation | and | was | started | on | metronidazole | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Patient was prescribed aspirin for abscess .,Patient | was | prescribed | aspirin | for | abscess | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Prescribed naproxen to manage gingivitis .,Prescribed | naproxen | to | manage | gingivitis | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Prescribed chlorhexidine to manage inflammation .,Prescribed | chlorhexidine | to | manage | inflammation | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
validation,Patient was prescribed metronidazole for infection .,Patient | was | prescribed | metronidazole | for | infection | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
validation,The patient has cavity and was started on naproxen .,The | patient | has | cavity | and | was | started | on | naproxen | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
validation,Prescribed acetaminophen to manage abscess .,Prescribed | acetaminophen | to | manage | abscess | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
validation,"Diagnosis of dental caries confirmed , naproxen recommended .","Diagnosis | of | dental | caries | confirmed | , | naproxen | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
validation,Prescribed chlorhexidine to manage inflammation .,Prescribed | chlorhexidine | to | manage | inflammation | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
validation,The patient has gum disease and was started on acetaminophen .,The | patient | has | gum | disease | and | was | started | on | acetaminophen | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
validation,"Patient reports gum disease , lidocaine prescribed .","Patient | reports | gum | disease | , | lidocaine | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
validation,Patient was prescribed naproxen for jaw pain .,Patient | was | prescribed | naproxen | for | jaw | pain | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
validation,"Diagnosis of sensitivity confirmed , lidocaine recommended .","Diagnosis | of | sensitivity | confirmed | , | lidocaine | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
validation,The patient has sensitivity and was started on naproxen .,The | patient | has | sensitivity | and | was | started | on | naproxen | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
validation,"Patient reports infection , tetracycline prescribed .","Patient | reports | infection | , | tetracycline | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
validation,Treatment for gum disease includes aspirin .,Treatment | for | gum | disease | includes | aspirin | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
validation,Treatment for gingivitis includes lidocaine .,Treatment | for | gingivitis | includes | lidocaine | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
validation,Prescribed tetracycline to manage caries .,Prescribed | tetracycline | to | manage | caries | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
validation,"Patient reports gum disease , acetaminophen prescribed .","Patient | reports | gum | disease | , | acetaminophen | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
validation,"Patient reports infection , naproxen prescribed .","Patient | reports | infection | , | naproxen | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
validation,Metronidazole was administered for jaw pain .,Metronidazole | was | administered | for | jaw | pain | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
validation,Prescribed tetracycline to manage gingivitis .,Prescribed | tetracycline | to | manage | gingivitis | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
validation,Patient was prescribed metronidazole for infection .,Patient | was | prescribed | metronidazole | for | infection | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
validation,"Patient reports caries , tetracycline prescribed .","Patient | reports | caries | , | tetracycline | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
validation,Treatment for toothache includes amoxicillin .,Treatment | for | toothache | includes | amoxicillin | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
validation,Prescribed metronidazole to manage sensitivity .,Prescribed | metronidazole | to | manage | sensitivity | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
validation,Treatment for tooth decay includes amoxicillin .,Treatment | for | tooth | decay | includes | amoxicillin | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
validation,The patient has dental caries and was started on ibuprofen .,The | patient | has | dental | caries | and | was | started | on | ibuprofen | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
validation,"Diagnosis of gum disease confirmed , acetaminophen recommended .","Diagnosis | of | gum | disease | confirmed | , | acetaminophen | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
validation,Prescribed lidocaine to manage dental caries .,Prescribed | lidocaine | to | manage | dental | caries | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
validation,Treatment for jaw pain includes aspirin .,Treatment | for | jaw | pain | includes | aspirin | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
validation,"Diagnosis of abscess confirmed , penicillin recommended .","Diagnosis | of | abscess | confirmed | , | penicillin | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
validation,Fluoride was administered for caries .,Fluoride | was | administered | for | caries | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
validation,Treatment for gingivitis includes acetaminophen .,Treatment | for | gingivitis | includes | acetaminophen | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
validation,"Diagnosis of caries confirmed , acetaminophen recommended .","Diagnosis | of | caries | confirmed | , | acetaminophen | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
validation,Acetaminophen was administered for toothache .,Acetaminophen | was | administered | for | toothache | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
validation,Ibuprofen was administered for inflammation .,Ibuprofen | was | administered | for | inflammation | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
validation,"Diagnosis of gum disease confirmed , aspirin recommended .","Diagnosis | of | gum | disease | confirmed | , | aspirin | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
validation,Treatment for caries includes metronidazole .,Treatment | for | caries | includes | metronidazole | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
validation,Treatment for caries includes penicillin .,Treatment | for | caries | includes | penicillin | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
validation,Prescribed naproxen to manage gingivitis .,Prescribed | naproxen | to | manage | gingivitis | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
validation,Patient was prescribed metronidazole for inflammation .,Patient | was | prescribed | metronidazole | for | inflammation | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
validation,"Patient reports gingivitis , aspirin prescribed .","Patient | reports | gingivitis | , | aspirin | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
validation,Treatment for tooth loss includes metronidazole .,Treatment | for | tooth | loss | includes | metronidazole | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
validation,"Patient reports abscess , metronidazole prescribed .","Patient | reports | abscess | , | metronidazole | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
validation,Lidocaine was administered for cavity .,Lidocaine | was | administered | for | cavity | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
validation,Clindamycin was administered for tooth decay .,Clindamycin | was | administered | for | tooth | decay | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
validation,"Patient reports inflammation , clindamycin prescribed .","Patient | reports | inflammation | , | clindamycin | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
validation,"Patient reports jaw pain , clindamycin prescribed .","Patient | reports | jaw | pain | , | clindamycin | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
validation,Penicillin was administered for oral infection .,Penicillin | was | administered | for | oral | infection | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
validation,Patient was prescribed ibuprofen for jaw pain .,Patient | was | prescribed | ibuprofen | for | jaw | pain | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
validation,Prescribed amoxicillin to manage sensitivity .,Prescribed | amoxicillin | to | manage | sensitivity | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
validation,Treatment for dental caries includes metronidazole .,Treatment | for | dental | caries | includes | metronidazole | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
validation,Treatment for infection includes acetaminophen .,Treatment | for | infection | includes | acetaminophen | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
test,Prescribed metronidazole to manage jaw pain .,Prescribed | metronidazole | to | manage | jaw | pain | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
test,Treatment for dental caries includes lidocaine .,Treatment | for | dental | caries | includes | lidocaine | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
test,The patient has tooth decay and was started on tetracycline .,The | patient | has | tooth | decay | and | was | started | on | tetracycline | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
test,Patient was prescribed naproxen for gingivitis .,Patient | was | prescribed | naproxen | for | gingivitis | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
test,"Diagnosis of tooth loss confirmed , lidocaine recommended .","Diagnosis | of | tooth | loss | confirmed | , | lidocaine | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
test,The patient has jaw pain and was started on fluoride .,The | patient | has | jaw | pain | and | was | started | on | fluoride | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
test,Treatment for abscess includes amoxicillin .,Treatment | for | abscess | includes | amoxicillin | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
test,Patient was prescribed metronidazole for tooth loss .,Patient | was | prescribed | metronidazole | for | tooth | loss | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
test,Patient was prescribed chlorhexidine for tooth decay .,Patient | was | prescribed | chlorhexidine | for | tooth | decay | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
test,Patient was prescribed lidocaine for gingivitis .,Patient | was | prescribed | lidocaine | for | gingivitis | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
test,"Diagnosis of cavity confirmed , ibuprofen recommended .","Diagnosis | of | cavity | confirmed | , | ibuprofen | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
test,Amoxicillin was administered for gum disease .,Amoxicillin | was | administered | for | gum | disease | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
test,"Patient reports jaw pain , acetaminophen prescribed .","Patient | reports | jaw | pain | , | acetaminophen | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
test,Ibuprofen was administered for jaw pain .,Ibuprofen | was | administered | for | jaw | pain | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
test,The patient has oral infection and was started on tetracycline .,The | patient | has | oral | infection | and | was | started | on | tetracycline | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
test,Fluoride was administered for toothache .,Fluoride | was | administered | for | toothache | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
test,Patient was prescribed chlorhexidine for dental caries .,Patient | was | prescribed | chlorhexidine | for | dental | caries | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
test,The patient has oral infection and was started on lidocaine .,The | patient | has | oral | infection | and | was | started | on | lidocaine | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
test,The patient has toothache and was started on tetracycline .,The | patient | has | toothache | and | was | started | on | tetracycline | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
