example_id,text,label,diagnosis,procedure,medication,tooth_number,source_type
2798,Patient with toothache attended for treatment planning. Specialist referral considered. ibuprofen prescribed.,consultation_form,toothache,treatment planning,ibuprofen,14,synthetic_dental_form_example
2799,Patient returned for temporary filling of tooth 27 following tooth decay. lidocaine provided.,filling_form,tooth decay,temporary filling,lidocaine,27,synthetic_dental_form_example
2800,Periodontal assessment reveals increased tooth mobility. periodontal therapy initiated; metronidazole prescribed.,periodontal_form,increased tooth mobility,periodontal therapy,metronidazole,15,synthetic_dental_form_example
2801,Patient attended for bonding restoration on tooth 14. Diagnosis: fractured cusp. lidocaine prescribed.,filling_form,fractured cusp,bonding restoration,lidocaine,14,synthetic_dental_form_example
2802,dental caries found on tooth 7. temporary filling completed; desensitizing gel advised if sensitivity persists.,filling_form,dental caries,temporary filling,desensitizing gel,7,synthetic_dental_form_example
2803,Annual dental examination: patient reports toothache. oral examination completed; lidocaine given.,consultation_form,toothache,oral examination,lidocaine,31,synthetic_dental_form_example
2804,Two-week review post enamel polishing. coffee staining lightened successfully; desensitizing gel recommended for maintenance.,whitening_form,coffee staining,enamel polishing,desensitizing gel,10,synthetic_dental_form_example
2805,Retainer fitting following braces fitting. spacing issues successfully corrected. ibuprofen not required beyond today.,orthodontic_form,spacing issues,braces fitting,ibuprofen,5,synthetic_dental_form_example
2806,braces fitting adjustment for underbite. Progress satisfactory; acetaminophen suggested for soreness.,orthodontic_form,underbite,braces fitting,acetaminophen,25,synthetic_dental_form_example
2807,Six-week review post guided tissue regeneration. furcation involvement improving; ibuprofen continued for four more weeks.,periodontal_form,furcation involvement,guided tissue regeneration,ibuprofen,32,synthetic_dental_form_example
2808,Orthodontic records taken. Diagnosis: impacted canine. bracket placement to begin next appointment. acetaminophen given.,orthodontic_form,impacted canine,bracket placement,acetaminophen,9,synthetic_dental_form_example
2809,Whitening tray fitted for extrinsic staining. teeth whitening home kit dispensed; carbamide peroxide for sensitivity.,whitening_form,extrinsic staining,teeth whitening,carbamide peroxide,28,synthetic_dental_form_example
2810,Laser in-office bleaching for coffee staining. Immediate improvement noted; fluoride dispensed.,whitening_form,coffee staining,in-office bleaching,fluoride,18,synthetic_dental_form_example
2811,Treatment plan for impacted canine. orthodontic assessment to commence following extractions; orthodontic wax dispensed.,orthodontic_form,impacted canine,orthodontic assessment,orthodontic wax,25,synthetic_dental_form_example
2812,Consultation for intrinsic staining. bleaching treatment discussed; hydrogen peroxide gel recommended.,whitening_form,intrinsic staining,bleaching treatment,hydrogen peroxide gel,19,synthetic_dental_form_example
2813,Dentist completed socket irrigation on tooth 28. Underlying cause: dental abscess. naproxen dispensed.,extraction_form,dental abscess,socket irrigation,naproxen,28,synthetic_dental_form_example
2814,Walk-in emergency: broken tooth. Dentist performed emergency root canal urgently; clindamycin dispensed.,emergency_form,broken tooth,emergency root canal,clindamycin,1,synthetic_dental_form_example
2815,Patient reports gum bleeding. Exam shows gum inflammation; dentist advised deep cleaning and fluoride.,cleaning_form,gum inflammation,deep cleaning,fluoride,24,synthetic_dental_form_example
2816,Patient returned for tooth restoration of tooth 22 following tooth decay. lidocaine provided.,filling_form,tooth decay,tooth restoration,lidocaine,22,synthetic_dental_form_example
2817,Patient with oral sensitivity attended for diagnostic assessment. Specialist referral considered. ibuprofen prescribed.,consultation_form,oral sensitivity,diagnostic assessment,ibuprofen,25,synthetic_dental_form_example
2818,Dentist completed bone grafting post extraction on tooth 32. Underlying cause: dental abscess. chlorhexidine rinse dispensed.,extraction_form,dental abscess,bone grafting post extraction,chlorhexidine rinse,32,synthetic_dental_form_example
2819,Retreatment of tooth 14 for chronic apical periodontitis. obturation performed; clindamycin prescribed post-operatively.,root_canal_form,chronic apical periodontitis,obturation,clindamycin,14,synthetic_dental_form_example
2820,Post root canal permanent crown cementation for tooth 21. worn down tooth noted. ibuprofen prescribed.,crown_bridge_form,worn down tooth,permanent crown cementation,ibuprofen,21,synthetic_dental_form_example
2821,Extraction consent obtained for tooth 25. Diagnosis: severe decay. Medication: clindamycin.,extraction_form,severe decay,simple extraction,clindamycin,25,synthetic_dental_form_example
2822,Acute periodontal abscess treated with emergency scaling and root planing. clindamycin prescribed urgently.,periodontal_form,periodontal abscess,scaling and root planing,clindamycin,14,synthetic_dental_form_example
2823,Laser take-home whitening kit for tooth discoloration. Immediate improvement noted; fluoride dispensed.,whitening_form,tooth discoloration,take-home whitening kit,fluoride,4,synthetic_dental_form_example
2824,Tooth 25 diagnosed with necrotic pulp. pulp removal recommended and naproxen prescribed.,root_canal_form,necrotic pulp,pulp removal,naproxen,25,synthetic_dental_form_example
2825,Patient reports gum bleeding. Exam shows plaque buildup; dentist advised oral hygiene instruction and desensitizing gel.,cleaning_form,plaque buildup,oral hygiene instruction,desensitizing gel,7,synthetic_dental_form_example
2826,Probing depths confirm periodontal abscess. bone grafting recommended; minocycline commenced.,periodontal_form,periodontal abscess,bone grafting,minocycline,19,synthetic_dental_form_example
2827,Endodontic consultation for tooth 14. Findings: irreversible pulpitis. canal cleaning planned; acetaminophen given.,root_canal_form,irreversible pulpitis,canal cleaning,acetaminophen,14,synthetic_dental_form_example
2828,Dental caries on tooth 7 treated with tooth restoration. fluoride given for comfort.,filling_form,secondary caries,tooth restoration,fluoride,7,synthetic_dental_form_example
2829,Emergency appointment: tooth 28 with pulp exposure. Partial obturation completed; metronidazole dispensed.,root_canal_form,pulp exposure,obturation,metronidazole,28,synthetic_dental_form_example
2830,In-office bleaching treatment for post-orthodontic discoloration. Shade improved by four shades; desensitizing gel given.,whitening_form,post-orthodontic discoloration,bleaching treatment,desensitizing gel,21,synthetic_dental_form_example
2831,Follow-up for ongoing gum pain. x ray review reviewed; naproxen updated.,consultation_form,gum pain,x ray review,naproxen,4,synthetic_dental_form_example
2832,Hygiene therapist performed periodontal cleaning for calculus deposits. chlorhexidine rinse recommended for home care.,cleaning_form,calculus deposits,periodontal cleaning,chlorhexidine rinse,21,synthetic_dental_form_example
2833,Patient scheduled for bone grafting post extraction due to dental abscess on tooth 29. penicillin commenced pre-operatively.,extraction_form,dental abscess,bone grafting post extraction,penicillin,29,synthetic_dental_form_example
2834,Acute broken tooth on tooth 13. Emergency abscess drainage undertaken; ibuprofen prescribed.,emergency_form,broken tooth,abscess drainage,ibuprofen,13,synthetic_dental_form_example
2835,dental caries found on tooth 1. temporary filling completed; lidocaine advised if sensitivity persists.,filling_form,dental caries,temporary filling,lidocaine,1,synthetic_dental_form_example
2836,Post-operative review for simple extraction of tooth 13. Original diagnosis: failed root canal. amoxicillin continued.,extraction_form,failed root canal,simple extraction,amoxicillin,13,synthetic_dental_form_example
2837,Root canal assessment for tooth 14: infected root canal confirmed. pulp removal scheduled; naproxen prescribed.,root_canal_form,infected root canal,pulp removal,naproxen,14,synthetic_dental_form_example
2838,Consultation for intrinsic staining. take-home whitening kit discussed; desensitizing gel recommended.,whitening_form,intrinsic staining,take-home whitening kit,desensitizing gel,24,synthetic_dental_form_example
2839,Post-operative review for post extraction care of tooth 15. Original diagnosis: root fracture. clindamycin continued.,extraction_form,root fracture,post extraction care,clindamycin,15,synthetic_dental_form_example
2840,Patient presenting with calculus deposits and sensitivity. air polishing completed; chlorhexidine rinse prescribed.,cleaning_form,calculus deposits,air polishing,chlorhexidine rinse,18,synthetic_dental_form_example
2841,Patient completed take-home whitening kit course for post-orthodontic discoloration. Final shade recorded; desensitizing gel advised.,whitening_form,post-orthodontic discoloration,take-home whitening kit,desensitizing gel,1,synthetic_dental_form_example
2842,Patient with aggressive periodontitis attends for maintenance therapy. guided tissue regeneration completed; amoxicillin continued.,periodontal_form,aggressive periodontitis,guided tissue regeneration,amoxicillin,17,synthetic_dental_form_example
2843,Exam indicates tooth decay on tooth 27. amalgam filling completed; desensitizing gel prescribed.,filling_form,tooth decay,amalgam filling,desensitizing gel,27,synthetic_dental_form_example
2844,Follow-up for ongoing facial swelling. consultation reviewed; ibuprofen updated.,consultation_form,facial swelling,consultation,ibuprofen,12,synthetic_dental_form_example
2845,Treatment plan for impacted canine. braces fitting to commence following extractions; orthodontic wax dispensed.,orthodontic_form,impacted canine,braces fitting,orthodontic wax,25,synthetic_dental_form_example
2846,Treatment plan for crowded teeth. bracket placement to commence following extractions; ibuprofen dispensed.,orthodontic_form,crowded teeth,bracket placement,ibuprofen,14,synthetic_dental_form_example
2847,Bridge fitting for missing tooth region near 8. Adjacent teeth prepared; fluoride advised.,crown_bridge_form,fractured tooth requiring crown,permanent crown cementation,fluoride,8,synthetic_dental_form_example
2848,Periapical radiograph shows periapical abscess on tooth 15. canal shaping scheduled; ibuprofen prescribed.,root_canal_form,periapical abscess,canal shaping,ibuprofen,15,synthetic_dental_form_example
2849,Emergency socket irrigation for tooth 4 due to non-restorable tooth. clindamycin prescribed for infection control.,extraction_form,non-restorable tooth,socket irrigation,clindamycin,4,synthetic_dental_form_example
2850,Crown lengthening prior to permanent crown cementation on tooth 4. large existing filling required recontouring; desensitizing gel prescribed.,crown_bridge_form,large existing filling,permanent crown cementation,desensitizing gel,4,synthetic_dental_form_example
2851,New patient assessment. rotated teeth identified. aligner fitting recommended; acetaminophen provided.,orthodontic_form,rotated teeth,aligner fitting,acetaminophen,28,synthetic_dental_form_example
2852,Radiograph confirmed secondary caries on tooth 20. cavity preparation completed under local anaesthesia with lidocaine.,filling_form,secondary caries,cavity preparation,lidocaine,20,synthetic_dental_form_example
2853,Referral for periodontal abscess. pocket reduction surgery to be conducted under specialist care; chlorhexidine rinse initiated.,periodontal_form,periodontal abscess,pocket reduction surgery,chlorhexidine rinse,1,synthetic_dental_form_example
2854,Post root canal full coverage crown for tooth 11. post root canal crown needed noted. acetaminophen prescribed.,crown_bridge_form,post root canal crown needed,full coverage crown,acetaminophen,11,synthetic_dental_form_example
2855,Child patient with dental trauma on tooth 1 following sports injury. tooth splinting completed; clindamycin dispensed.,emergency_form,dental trauma,tooth splinting,clindamycin,1,synthetic_dental_form_example
2856,Tooth 5 with deep cavity treated with obturation over two visits. ibuprofen given.,root_canal_form,deep cavity,obturation,ibuprofen,5,synthetic_dental_form_example
2857,Dental hygiene visit revealed bleeding gums. Full mouth air polishing completed. antiseptic gel prescribed.,cleaning_form,bleeding gums,air polishing,antiseptic gel,32,synthetic_dental_form_example
2858,Out-of-hours for acute toothache. Patient seen same day. tooth splinting completed; amoxicillin given.,emergency_form,acute toothache,tooth splinting,amoxicillin,10,synthetic_dental_form_example
2859,Bone grafting for increased tooth mobility. scaling and root planing consent obtained; metronidazole prescribed pre-operatively.,periodontal_form,increased tooth mobility,scaling and root planing,metronidazole,2,synthetic_dental_form_example
2860,Patient with bad breath attended for bite assessment. Specialist referral considered. acetaminophen prescribed.,consultation_form,bad breath,bite assessment,acetaminophen,1,synthetic_dental_form_example
2861,Dentist completed post extraction care on tooth 20. Underlying cause: failed root canal. penicillin dispensed.,extraction_form,failed root canal,post extraction care,penicillin,20,synthetic_dental_form_example
2862,Tooth 16 diagnosed with necrotic pulp. canal cleaning recommended and clindamycin prescribed.,root_canal_form,necrotic pulp,canal cleaning,clindamycin,16,synthetic_dental_form_example
2863,Hygiene therapist performed subgingival scaling for calculus deposits. fluoride recommended for home care.,cleaning_form,calculus deposits,subgingival scaling,fluoride,5,synthetic_dental_form_example
2864,Patient attended for tooth-colored restoration on tooth 11. Diagnosis: small cavity. lidocaine prescribed.,filling_form,small cavity,tooth-colored restoration,lidocaine,11,synthetic_dental_form_example
2865,Tooth 26 diagnosed with periapical abscess. root canal treatment recommended and clindamycin prescribed.,root_canal_form,periapical abscess,root canal treatment,clindamycin,26,synthetic_dental_form_example
2866,Patient presents with worsening gum pain. oral cancer screening carried out; naproxen prescribed.,consultation_form,gum pain,oral cancer screening,naproxen,10,synthetic_dental_form_example
2867,Periodontal assessment found mild periodontitis. dental cleaning and mouth rinse plan initiated.,cleaning_form,mild periodontitis,dental cleaning,mouth rinse,12,synthetic_dental_form_example
2868,Tooth 22 presented with worn enamel. composite filling completed successfully; desensitizing gel prescribed.,filling_form,worn enamel,composite filling,desensitizing gel,22,synthetic_dental_form_example
2869,Treatment plan for crossbite. orthodontic assessment to commence following extractions; orthodontic wax dispensed.,orthodontic_form,crossbite,orthodontic assessment,orthodontic wax,19,synthetic_dental_form_example
2870,Aesthetic consultation for yellowing enamel. laser whitening recommended; carbamide peroxide advised.,whitening_form,yellowing enamel,laser whitening,carbamide peroxide,31,synthetic_dental_form_example
2871,Emergency presentation: dental abscess on tooth 13. Urgent temporary restoration carried out; naproxen prescribed.,emergency_form,dental abscess,temporary restoration,naproxen,13,synthetic_dental_form_example
2872,Patient presents with advanced infection on tooth 11. Dentist performed post extraction care and prescribed acetaminophen.,extraction_form,advanced infection,post extraction care,acetaminophen,11,synthetic_dental_form_example
2873,Patient phoned reporting severe gum swelling. Seen within the hour. tooth splinting performed; metronidazole dispensed.,emergency_form,severe gum swelling,tooth splinting,metronidazole,5,synthetic_dental_form_example
2874,Tooth 24 presented with worn enamel. tooth-colored restoration completed successfully; lidocaine prescribed.,filling_form,worn enamel,tooth-colored restoration,lidocaine,24,synthetic_dental_form_example
2875,Patient reports bleeding on brushing consistent with tartar accumulation. air polishing performed; mouth rinse advised.,cleaning_form,tartar accumulation,air polishing,mouth rinse,21,synthetic_dental_form_example
2876,Comprehensive consultation for gum pain. Treatment options discussed. ibuprofen recommended.,consultation_form,gum pain,consultation,ibuprofen,24,synthetic_dental_form_example
2877,Emergency wire adjustment for crowded teeth. wire adjustment ongoing; orthodontic wax recommended for pain.,orthodontic_form,crowded teeth,wire adjustment,orthodontic wax,16,synthetic_dental_form_example
2878,Broken temporary crown on tooth 13. fractured tooth requiring crown present. crown preparation repeated; desensitizing gel advised.,crown_bridge_form,fractured tooth requiring crown,crown preparation,desensitizing gel,13,synthetic_dental_form_example
2879,Dental hygiene visit revealed gingivitis. Full mouth oral hygiene instruction completed. chlorhexidine rinse prescribed.,cleaning_form,gingivitis,oral hygiene instruction,chlorhexidine rinse,19,synthetic_dental_form_example
2880,Tooth 17 extracted following confirmed irreversible pulpitis. socket irrigation uneventful; clindamycin prescribed.,extraction_form,irreversible pulpitis,socket irrigation,clindamycin,17,synthetic_dental_form_example
2881,Patient with furcation involvement attends for maintenance therapy. flap surgery completed; chlorhexidine rinse continued.,periodontal_form,furcation involvement,flap surgery,chlorhexidine rinse,7,synthetic_dental_form_example
2882,Secondary chipped tooth on tooth 21 treated with composite filling. acetaminophen advised.,filling_form,chipped tooth,composite filling,acetaminophen,21,synthetic_dental_form_example
2883,Dental hygiene visit revealed gum recession. Full mouth scaling and polishing completed. desensitizing gel prescribed.,cleaning_form,gum recession,scaling and polishing,desensitizing gel,23,synthetic_dental_form_example
2884,Permanent bridge fitting delivered for tooth 22. fractured tooth requiring crown previously managed; fluoride not required beyond today.,crown_bridge_form,fractured tooth requiring crown,bridge fitting,fluoride,22,synthetic_dental_form_example
2885,Secondary sensitivity from decay on tooth 18 treated with tooth restoration. acetaminophen advised.,filling_form,sensitivity from decay,tooth restoration,acetaminophen,18,synthetic_dental_form_example
2886,Definitive permanent crown cementation on tooth 9. worn down tooth addressed with full coverage crown. ibuprofen recommended.,crown_bridge_form,worn down tooth,permanent crown cementation,ibuprofen,9,synthetic_dental_form_example
2887,Extraction consent obtained for tooth 27. Diagnosis: severe decay. Medication: acetaminophen.,extraction_form,severe decay,wisdom tooth removal,acetaminophen,27,synthetic_dental_form_example
2888,Oral surgery on tooth 16 for dental abscess. Procedure: tooth extraction. Post-op ibuprofen dispensed.,extraction_form,dental abscess,tooth extraction,ibuprofen,16,synthetic_dental_form_example
2889,Comprehensive oral examination for teeth grinding. Treatment options discussed. naproxen recommended.,consultation_form,teeth grinding,oral examination,naproxen,20,synthetic_dental_form_example
2890,Laser bleaching treatment for extrinsic staining. Immediate improvement noted; desensitizing gel dispensed.,whitening_form,extrinsic staining,bleaching treatment,desensitizing gel,19,synthetic_dental_form_example
2891,Retainer fitting following space maintainer placement. crowded teeth successfully corrected. ibuprofen not required beyond today.,orthodontic_form,crowded teeth,space maintainer placement,ibuprofen,8,synthetic_dental_form_example
2892,Emergency appointment for acute toothache on tooth 5. abscess drainage performed; clindamycin given.,emergency_form,acute toothache,abscess drainage,clindamycin,5,synthetic_dental_form_example
2893,Endodontic therapy for tooth 1 due to deep cavity. obturation completed under rubber dam. metronidazole advised.,root_canal_form,deep cavity,obturation,metronidazole,1,synthetic_dental_form_example
2894,Occlusal chipped tooth on tooth 7 managed with cavity preparation. fluoride recommended.,filling_form,chipped tooth,cavity preparation,fluoride,7,synthetic_dental_form_example
2895,Patient presents with worsening gum pain. treatment planning carried out; mouth rinse prescribed.,consultation_form,gum pain,treatment planning,mouth rinse,30,synthetic_dental_form_example
2896,Emergency appointment for dental trauma on tooth 8. emergency consultation performed; acetaminophen given.,emergency_form,dental trauma,emergency consultation,acetaminophen,8,synthetic_dental_form_example
2897,Tooth 1 shows proximal caries. Dentist completed tooth-colored restoration; lidocaine advised for sensitivity.,filling_form,proximal caries,tooth-colored restoration,lidocaine,1,synthetic_dental_form_example
2898,Retreatment of tooth 25 for irreversible pulpitis. obturation performed; metronidazole prescribed post-operatively.,root_canal_form,irreversible pulpitis,obturation,metronidazole,25,synthetic_dental_form_example
2899,Emergency surgical extraction for tooth 7 due to non-restorable tooth. amoxicillin prescribed for infection control.,extraction_form,non-restorable tooth,surgical extraction,amoxicillin,7,synthetic_dental_form_example
2900,Oral health assessment completed. mild periodontitis observed. Treatment: subgingival scaling. desensitizing gel instructed.,cleaning_form,mild periodontitis,subgingival scaling,desensitizing gel,24,synthetic_dental_form_example
2901,Walk-in emergency: cracked tooth emergency. Dentist performed emergency consultation urgently; acetaminophen dispensed.,emergency_form,cracked tooth emergency,emergency consultation,acetaminophen,10,synthetic_dental_form_example
2902,Post-operative review for surgical extraction of tooth 6. Original diagnosis: severe bone loss. acetaminophen continued.,extraction_form,severe bone loss,surgical extraction,acetaminophen,6,synthetic_dental_form_example
2903,Patient requests whitening for stained teeth. enamel polishing initiated; hydrogen peroxide gel prescribed for sensitivity.,whitening_form,stained teeth,enamel polishing,hydrogen peroxide gel,20,synthetic_dental_form_example
2904,Patient with clicking jaw attended for oral cancer screening. Specialist referral considered. acetaminophen prescribed.,consultation_form,clicking jaw,oral cancer screening,acetaminophen,1,synthetic_dental_form_example
2905,Emergency presentation: soft tissue laceration on tooth 5. Urgent emergency consultation carried out; clindamycin prescribed.,emergency_form,soft tissue laceration,emergency consultation,clindamycin,5,synthetic_dental_form_example
2906,Crown preparation on tooth 20 for large existing filling. Temporary crown placed; ibuprofen given.,crown_bridge_form,large existing filling,full coverage crown,ibuprofen,20,synthetic_dental_form_example
2907,Six-month recall. mild periodontitis detected. periodontal cleaning carried out; mouth rinse advised.,cleaning_form,mild periodontitis,periodontal cleaning,mouth rinse,19,synthetic_dental_form_example
2908,Follow-up for ongoing dry mouth. bite assessment reviewed; naproxen updated.,consultation_form,dry mouth,bite assessment,naproxen,22,synthetic_dental_form_example
2909,Annual dental examination: patient reports clicking jaw. diagnostic assessment completed; ibuprofen given.,consultation_form,clicking jaw,diagnostic assessment,ibuprofen,30,synthetic_dental_form_example
2910,Patient enquires about whitening tray fitting for stained teeth. Expectations discussed; fluoride prescribed.,whitening_form,stained teeth,whitening tray fitting,fluoride,8,synthetic_dental_form_example
2911,Patient scheduled for tooth extraction due to root fracture on tooth 22. metronidazole commenced pre-operatively.,extraction_form,root fracture,tooth extraction,metronidazole,22,synthetic_dental_form_example
2912,Patient presents with dental trauma. Emergency pain management performed; ibuprofen prescribed.,emergency_form,dental trauma,pain management,ibuprofen,3,synthetic_dental_form_example
2913,Patient attended for amalgam filling on tooth 23. Diagnosis: proximal caries. ibuprofen prescribed.,filling_form,proximal caries,amalgam filling,ibuprofen,23,synthetic_dental_form_example
2914,Two-week review post take-home whitening kit. coffee staining lightened successfully; desensitizing gel recommended for maintenance.,whitening_form,coffee staining,take-home whitening kit,desensitizing gel,10,synthetic_dental_form_example
2915,Retreatment of tooth 27 for chronic apical periodontitis. obturation performed; naproxen prescribed post-operatively.,root_canal_form,chronic apical periodontitis,obturation,naproxen,27,synthetic_dental_form_example
2916,Patient presents with malocclusion. space maintainer placement recommended; orthodontic wax advised for discomfort.,orthodontic_form,malocclusion,space maintainer placement,orthodontic wax,13,synthetic_dental_form_example
2917,Orthodontic records taken. Diagnosis: overbite. wire adjustment to begin next appointment. orthodontic wax given.,orthodontic_form,overbite,wire adjustment,orthodontic wax,14,synthetic_dental_form_example
2918,Comprehensive consultation for gum pain. Treatment options discussed. naproxen recommended.,consultation_form,gum pain,consultation,naproxen,20,synthetic_dental_form_example
2919,Follow-up for ongoing facial swelling. consultation reviewed; acetaminophen updated.,consultation_form,facial swelling,consultation,acetaminophen,5,synthetic_dental_form_example
2920,Patient presenting with mild periodontitis and sensitivity. deep cleaning completed; chlorhexidine rinse prescribed.,cleaning_form,mild periodontitis,deep cleaning,chlorhexidine rinse,24,synthetic_dental_form_example
2921,Patient reports bleeding on brushing consistent with calculus deposits. deep cleaning performed; desensitizing gel advised.,cleaning_form,calculus deposits,deep cleaning,desensitizing gel,27,synthetic_dental_form_example
2922,Patient presents with knocked out tooth. Emergency emergency root canal performed; naproxen prescribed.,emergency_form,knocked out tooth,emergency root canal,naproxen,21,synthetic_dental_form_example
2923,Retreatment of tooth 16 for cracked tooth with pulp involvement. pulp removal performed; lidocaine prescribed post-operatively.,root_canal_form,cracked tooth with pulp involvement,pulp removal,lidocaine,16,synthetic_dental_form_example
2924,Root canal assessment for tooth 10: cracked tooth with pulp involvement confirmed. canal shaping scheduled; clindamycin prescribed.,root_canal_form,cracked tooth with pulp involvement,canal shaping,clindamycin,10,synthetic_dental_form_example
2925,Patient presents with spacing issues. bracket placement recommended; ibuprofen advised for discomfort.,orthodontic_form,spacing issues,bracket placement,ibuprofen,26,synthetic_dental_form_example
2926,Clinical consultation: toothache; x ray review performed. acetaminophen prescribed.,consultation_form,toothache,x ray review,acetaminophen,21,synthetic_dental_form_example
2927,Cavity preparation and temporary filling on tooth 15 for dental caries. fluoride dispensed.,filling_form,dental caries,temporary filling,fluoride,15,synthetic_dental_form_example
2928,In-office laser whitening for yellowing enamel. Shade improved by four shades; desensitizing gel given.,whitening_form,yellowing enamel,laser whitening,desensitizing gel,17,synthetic_dental_form_example
2929,Patient reports bleeding on brushing consistent with plaque buildup. periodontal cleaning performed; antiseptic gel advised.,cleaning_form,plaque buildup,periodontal cleaning,antiseptic gel,6,synthetic_dental_form_example
2930,Routine hygiene visit. plaque buildup noted. periodontal cleaning completed; fluoride recommended daily.,cleaning_form,plaque buildup,periodontal cleaning,fluoride,15,synthetic_dental_form_example
2931,Tooth 25 shows sensitivity from decay. Dentist completed amalgam filling; desensitizing gel advised for sensitivity.,filling_form,sensitivity from decay,amalgam filling,desensitizing gel,25,synthetic_dental_form_example
2932,Patient presents with halitosis. subgingival scaling completed and chlorhexidine rinse prescribed.,cleaning_form,halitosis,subgingival scaling,chlorhexidine rinse,13,synthetic_dental_form_example
2933,Follow-up for ongoing oral ulcers. bite assessment reviewed; lidocaine updated.,consultation_form,oral ulcers,bite assessment,lidocaine,3,synthetic_dental_form_example
2934,Orthodontic consultation for overbite. retainer fitting planned; acetaminophen dispensed.,orthodontic_form,overbite,retainer fitting,acetaminophen,17,synthetic_dental_form_example
2935,Out-of-hours for dental trauma. Patient seen same day. pain management completed; amoxicillin given.,emergency_form,dental trauma,pain management,amoxicillin,12,synthetic_dental_form_example
2936,Root canal assessment for tooth 7: periapical abscess confirmed. obturation scheduled; clindamycin prescribed.,root_canal_form,periapical abscess,obturation,clindamycin,7,synthetic_dental_form_example
2937,Emergency appointment for knocked out tooth on tooth 14. abscess drainage performed; acetaminophen given.,emergency_form,knocked out tooth,abscess drainage,acetaminophen,14,synthetic_dental_form_example
2938,Exam indicates proximal caries on tooth 16. bonding restoration completed; acetaminophen prescribed.,filling_form,proximal caries,bonding restoration,acetaminophen,16,synthetic_dental_form_example
2939,Final porcelain crown placement on tooth 23 following worn down tooth. Permanent crown cemented; ibuprofen dispensed.,crown_bridge_form,worn down tooth,porcelain crown placement,ibuprofen,23,synthetic_dental_form_example
2940,New patient assessment. open bite identified. space maintainer placement recommended; acetaminophen provided.,orthodontic_form,open bite,space maintainer placement,acetaminophen,21,synthetic_dental_form_example
2941,Post root canal impression taking for tooth 6. severely decayed tooth noted. desensitizing gel prescribed.,crown_bridge_form,severely decayed tooth,impression taking,desensitizing gel,6,synthetic_dental_form_example
2942,Cavity preparation and tooth-colored restoration on tooth 31 for tooth decay. acetaminophen dispensed.,filling_form,tooth decay,tooth-colored restoration,acetaminophen,31,synthetic_dental_form_example
2943,Space maintainer placed for underbite. wire adjustment will begin once permanent teeth erupt; acetaminophen given.,orthodontic_form,underbite,wire adjustment,acetaminophen,13,synthetic_dental_form_example
2944,Routine hygiene visit. gingivitis noted. deep cleaning completed; chlorhexidine rinse recommended daily.,cleaning_form,gingivitis,deep cleaning,chlorhexidine rinse,6,synthetic_dental_form_example
2945,New patient assessment. crowded teeth identified. orthodontic assessment recommended; ibuprofen provided.,orthodontic_form,crowded teeth,orthodontic assessment,ibuprofen,32,synthetic_dental_form_example
2946,Tooth 31 shows worn enamel. Dentist completed tooth-colored restoration; ibuprofen advised for sensitivity.,filling_form,worn enamel,tooth-colored restoration,ibuprofen,31,synthetic_dental_form_example
2947,Acute gingival recession treated with emergency pocket reduction surgery. doxycycline prescribed urgently.,periodontal_form,gingival recession,pocket reduction surgery,doxycycline,5,synthetic_dental_form_example
2948,Six-month recall. gum recession detected. periodontal cleaning carried out; mouth rinse advised.,cleaning_form,gum recession,periodontal cleaning,mouth rinse,5,synthetic_dental_form_example
2949,Temporary crown on tooth 23 for compromised tooth structure. Permanent temporary crown placement due in two weeks. ibuprofen given.,crown_bridge_form,compromised tooth structure,temporary crown placement,ibuprofen,23,synthetic_dental_form_example
2950,Probing depths confirm severe bone loss. flap surgery recommended; clindamycin commenced.,periodontal_form,severe bone loss,flap surgery,clindamycin,30,synthetic_dental_form_example
2951,Routine hygiene visit. calculus deposits noted. deep cleaning completed; fluoride recommended daily.,cleaning_form,calculus deposits,deep cleaning,fluoride,26,synthetic_dental_form_example
2952,Patient presenting with plaque buildup and sensitivity. dental cleaning completed; antiseptic gel prescribed.,cleaning_form,plaque buildup,dental cleaning,antiseptic gel,29,synthetic_dental_form_example
2953,Patient attended for bonding restoration on tooth 1. Diagnosis: sensitivity from decay. desensitizing gel prescribed.,filling_form,sensitivity from decay,bonding restoration,desensitizing gel,1,synthetic_dental_form_example
2954,Tooth 3 is not restorable due to severe decay. socket irrigation completed and chlorhexidine rinse prescribed.,extraction_form,severe decay,socket irrigation,chlorhexidine rinse,3,synthetic_dental_form_example
2955,Routine hygiene visit. moderate periodontitis noted. oral hygiene instruction completed; mouth rinse recommended daily.,cleaning_form,moderate periodontitis,oral hygiene instruction,mouth rinse,13,synthetic_dental_form_example
2956,Patient with fluorosis staining wishes aesthetic improvement. bleaching treatment recommended; hydrogen peroxide gel provided.,whitening_form,fluorosis staining,bleaching treatment,hydrogen peroxide gel,7,synthetic_dental_form_example
2957,Dental caries on tooth 28 treated with amalgam filling. acetaminophen given for comfort.,filling_form,fractured cusp,amalgam filling,acetaminophen,28,synthetic_dental_form_example
2958,Patient attends for bone grafting. Diagnosis: periodontal abscess. amoxicillin prescribed as adjunct.,periodontal_form,periodontal abscess,bone grafting,amoxicillin,13,synthetic_dental_form_example
2959,Acute periodontal abscess treated with emergency guided tissue regeneration. amoxicillin prescribed urgently.,periodontal_form,periodontal abscess,guided tissue regeneration,amoxicillin,1,synthetic_dental_form_example
